Id,MSSubClass,Street,Utilities,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Bedroom,Kitchen,KitchenQuality,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1102,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1971,1971,Gable,3,1,TA,5,Typ,0,NA,Detchd,1981,Unf,1,280,7,2007,WD,Normal,119500
1103,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1960,2002,Gable,2,1,TA,6,Typ,0,NA,Attchd,1960,RFn,1,254,4,2007,WD,Family,135000
1104,20,Pave,AllPub,Corner,NAmes,1Story,6,6,1959,1959,Hip,3,1,TA,6,Typ,1,Fa,BuiltIn,1954,Fin,2,539,7,2006,WD,Normal,159500
1105,160,Pave,AllPub,Inside,BrDale,2Story,5,5,1970,1970,Gable,3,1,TA,6,Typ,0,NA,Detchd,1970,Unf,2,440,4,2007,WD,Normal,106000
1106,60,Pave,AllPub,Corner,NoRidge,2Story,8,5,1994,1995,Gable,3,1,Gd,9,Typ,2,TA,Attchd,1994,RFn,2,712,4,2010,WD,Normal,325000
1107,20,Pave,AllPub,Corner,SawyerW,1Story,7,5,1990,1991,Hip,3,1,Gd,6,Typ,1,TA,Attchd,1990,Fin,2,719,5,2007,WD,Normal,179900
1108,60,Pave,AllPub,CulDSac,Gilbert,2Story,7,5,2006,2006,Gable,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006,RFn,2,422,9,2006,New,Partial,274725
1109,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,2000,2000,Gable,3,1,TA,7,Typ,1,TA,Attchd,2000,RFn,2,463,11,2007,WD,Abnorml,181000
1110,20,Pave,AllPub,Inside,NridgHt,1Story,8,5,2004,2005,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,3,862,3,2009,WD,Normal,280000
1111,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,1995,1996,Gable,3,1,TA,8,Typ,1,TA,Attchd,1995,Fin,2,431,6,2008,WD,Normal,188000
1112,60,Pave,AllPub,Inside,NWAmes,2Story,7,6,1976,1976,Hip,4,1,TA,8,Typ,1,Gd,Attchd,1976,RFn,2,483,9,2008,WD,Normal,205000
1113,20,Pave,AllPub,Corner,NAmes,1Story,5,7,1957,1957,Gable,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,1,308,7,2006,WD,Normal,129900
1114,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1953,2006,Gable,2,1,Gd,6,Typ,0,NA,Attchd,1953,Unf,1,240,5,2007,WD,Normal,134500
1115,20,Pave,AllPub,Inside,OldTown,1Story,5,7,1954,2000,Gable,2,1,Gd,4,Typ,0,NA,Detchd,1955,Unf,1,326,8,2006,WD,Normal,117000
1116,20,Pave,AllPub,Inside,NridgHt,1Story,8,5,2007,2007,Hip,3,1,Ex,7,Typ,1,Gd,Attchd,2007,RFn,3,928,11,2007,New,Partial,318000
1117,80,Pave,AllPub,Inside,Gilbert,SLvl,8,5,2002,2002,Hip,3,1,Gd,7,Typ,1,TA,BuiltIn,2002,Fin,2,527,3,2009,WD,Normal,184100
1118,20,Pave,AllPub,FR2,Sawyer,1Story,5,7,1967,2003,Gable,3,1,Gd,5,Typ,0,NA,Attchd,1967,RFn,2,450,5,2008,WD,Normal,130000
1119,80,Pave,AllPub,Inside,Sawyer,SLvl,5,6,1958,1987,Gable,3,1,TA,6,Min2,0,NA,BuiltIn,1958,RFn,1,300,12,2008,WD,Normal,140000
1120,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1959,1959,Gable,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,286,7,2006,WD,Normal,133700
1121,30,Pave,AllPub,Inside,IDOTRR,1Story,6,5,1920,1950,Gable,2,1,TA,6,Typ,1,Gd,Detchd,1920,Unf,1,308,5,2007,WD,Normal,118400
1122,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2005,2006,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,3,782,7,2006,New,Partial,212900
1123,20,Pave,AllPub,Corner,Edwards,1Story,4,3,1956,1956,Gable,3,1,TA,5,Typ,0,NA,Basment,1956,Unf,1,288,10,2009,COD,Abnorml,112000
1124,20,Pave,AllPub,Inside,Edwards,1Story,5,9,1947,2008,Hip,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,6,2009,WD,Normal,118000
1125,80,Pave,AllPub,Inside,Gilbert,SLvl,7,5,1992,1992,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1992,Fin,2,392,7,2007,WD,Normal,163900
1126,20,Pave,AllPub,Inside,NAmes,1Story,4,5,1955,1955,Gable,2,1,Fa,5,Typ,1,TA,Detchd,1977,Unf,2,672,11,2009,WD,Normal,115000
1127,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2007,2007,Hip,2,1,Gd,7,Typ,1,TA,Attchd,2007,Fin,3,660,6,2009,WD,Normal,174000
1128,20,Pave,AllPub,Corner,Gilbert,1Story,7,5,2004,2004,Hip,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,3,630,11,2007,WD,Family,259000
1129,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,2004,2005,Gable,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,434,7,2007,WD,Normal,215000
1130,90,Pave,AllPub,Inside,OldTown,SFoyer,5,5,1980,1980,Gable,2,1,TA,4,Typ,0,NA,Detchd,1980,Unf,2,672,8,2007,WD,Normal,140000
1131,50,Pave,AllPub,Inside,SWISU,1.5Fin,4,3,1928,1950,Gable,4,1,Gd,7,Min2,2,TA,Detchd,1981,Unf,2,576,12,2009,WD,Normal,135000
1132,20,Pave,AllPub,Inside,Mitchel,1Story,5,5,1991,1992,Gable,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,9,2007,Oth,Abnorml,93500
1133,70,Pave,AllPub,Inside,OldTown,2Story,6,4,1880,1950,Gable,5,1,Fa,8,Typ,0,NA,Detchd,1930,Unf,1,205,5,2007,WD,Normal,117500
1134,60,Pave,AllPub,Inside,SawyerW,2Story,8,5,1995,1995,Gable,3,1,Gd,8,Typ,1,TA,Attchd,1995,RFn,2,466,6,2009,WD,Normal,239500
1135,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,1997,1997,Gable,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,460,8,2007,WD,Normal,169000
1136,30,Pave,AllPub,Corner,BrkSide,1Story,6,5,1926,1950,Gable,2,1,TA,5,Typ,1,Gd,Detchd,1926,Unf,1,180,5,2007,WD,Normal,102000
1137,50,Pave,AllPub,Inside,NAmes,1.5Fin,6,5,1950,1950,Gable,3,1,TA,6,Typ,0,NA,Attchd,1950,Unf,1,288,4,2008,WD,Abnorml,119000
1138,50,Pave,AllPub,Inside,Sawyer,1.5Fin,5,8,1875,1996,Gable,2,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,5,2010,WD,Normal,94000
1139,20,Pave,AllPub,Inside,Mitchel,1Story,6,5,1977,1977,Gable,2,1,Gd,5,Typ,2,TA,Attchd,1977,RFn,2,714,5,2009,WD,Normal,196000
1140,30,Pave,AllPub,Inside,BrkSide,1Story,5,5,1920,1950,Gable,3,1,TA,6,Maj1,1,Gd,Detchd,1972,Unf,2,495,5,2007,WD,Normal,144000
1141,20,Pave,AllPub,Corner,NAmes,1Story,5,7,1951,1951,Gable,2,1,TA,4,Typ,0,NA,Detchd,1988,Unf,2,840,6,2008,COD,Abnorml,139000
1142,60,Pave,AllPub,CulDSac,NWAmes,2Story,5,7,1976,1976,Gable,4,1,Gd,9,Typ,1,TA,Attchd,1976,Unf,2,484,10,2009,WD,Normal,197500
1143,60,Pave,AllPub,Inside,CollgCr,2Story,8,5,2006,2007,Hip,4,1,Gd,11,Typ,1,TA,BuiltIn,2006,RFn,3,1052,4,2007,New,Partial,424870
1144,20,Pave,AllPub,Inside,Sawyer,1Story,5,3,1959,1959,Gable,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,7,2008,WD,Normal,80000
1145,190,Pave,AllPub,Inside,Edwards,1.5Fin,4,4,1941,1950,Gable,2,1,Fa,5,Typ,0,NA,Detchd,1941,Unf,1,280,7,2010,WD,Normal,80000
1146,50,Pave,AllPub,Inside,BrkSide,1.5Fin,5,6,1928,1950,Gable,3,1,TA,8,Typ,1,Gd,Detchd,1928,Unf,1,225,8,2006,WD,Family,149000
1147,20,Pave,AllPub,Inside,SawyerW,1Story,6,5,1985,1985,Gable,3,1,Gd,5,Typ,1,TA,Attchd,1985,Unf,2,403,5,2006,WD,Normal,180000
1148,70,Pave,AllPub,Inside,Crawfor,2Story,7,7,1941,1950,Gable,3,1,Fa,7,Typ,1,Gd,Attchd,1941,Unf,1,234,7,2009,WD,Normal,174500
1149,50,Pave,AllPub,Inside,OldTown,1.5Fin,7,7,1926,1950,Gable,2,1,TA,5,Typ,1,Gd,Detchd,1982,Unf,1,288,8,2008,WD,Normal,116900
1150,70,Pave,AllPub,Inside,OldTown,2Story,7,9,1920,1988,Hip,3,1,TA,7,Typ,0,NA,Detchd,1930,Unf,2,324,7,2009,WD,Normal,143000
1151,20,Pave,AllPub,Inside,NAmes,1Story,6,5,1950,1950,Gable,2,1,Gd,4,Typ,1,Gd,Attchd,1950,Unf,1,306,11,2007,WD,Normal,124000
1152,20,Pave,AllPub,Inside,Edwards,1Story,5,4,1959,1959,Gable,3,1,Fa,6,Typ,2,Gd,Attchd,1959,Fin,2,528,11,2006,WD,Normal,149900
1153,20,Pave,AllPub,Inside,Crawfor,1Story,6,7,1956,2004,Gable,2,1,Ex,6,Typ,1,Gd,Attchd,1956,Fin,2,470,7,2006,WD,Abnorml,230000
1154,30,Pave,AllPub,Corner,IDOTRR,1Story,6,8,1930,2007,Gable,2,1,TA,5,Typ,0,NA,Detchd,2002,Unf,1,432,6,2008,WD,Normal,120500
1155,60,Pave,AllPub,Inside,NAmes,2Story,7,6,1965,1988,Gable,4,1,Gd,8,Typ,2,Gd,Attchd,1965,Unf,2,492,5,2008,WD,Normal,201800
1156,20,Pave,AllPub,Corner,Veenker,1Story,5,8,1976,2004,Gable,3,1,Gd,6,Typ,1,Fa,Attchd,1976,RFn,2,528,7,2007,WD,Normal,218000
1157,80,Pave,AllPub,Inside,NAmes,SLvl,5,8,1965,1999,Gable,3,1,Gd,6,Typ,1,Gd,Attchd,1965,RFn,2,502,10,2008,WD,Normal,179900
1158,120,Pave,AllPub,Inside,NridgHt,1Story,7,5,2007,2008,Gable,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,7,2009,WD,Normal,230000
1159,20,Pave,AllPub,FR2,Somerst,1Story,8,5,2007,2008,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,830,6,2008,ConLD,Partial,235128
1160,60,Pave,AllPub,Inside,NWAmes,2Story,6,6,1974,1974,Hip,4,1,Gd,8,Typ,1,TA,Attchd,1974,RFn,2,540,7,2008,WD,Normal,185000
1161,160,Pave,AllPub,Inside,NPkVill,2Story,6,5,1978,1978,Gable,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,440,7,2010,WD,Normal,146000
1162,20,Pave,AllPub,CulDSac,Crawfor,1Story,6,7,1954,2006,Hip,3,1,Gd,7,Typ,1,Gd,Detchd,1993,Unf,2,924,11,2008,WD,Normal,224000
1163,20,Pave,AllPub,Inside,Sawyer,1Story,5,5,1968,1968,Gable,3,1,TA,5,Typ,1,Po,Attchd,1968,Fin,2,450,5,2007,WD,Normal,129000
1164,90,Pave,AllPub,Inside,Sawyer,SFoyer,4,4,1969,1969,Gable,0,2,TA,6,Typ,0,NA,CarPort,1969,Unf,2,400,1,2008,WD,Alloca,108959
1165,80,Pave,AllPub,FR2,Veenker,SLvl,5,7,1978,1978,Gable,2,1,Gd,5,Typ,1,TA,Attchd,1978,Unf,2,588,6,2007,WD,Normal,194000
1166,20,Pave,AllPub,Inside,NridgHt,1Story,7,5,2009,2009,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2009,RFn,2,644,9,2009,New,Partial,233170
1167,20,Pave,AllPub,Corner,CollgCr,1Story,8,5,2008,2008,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,776,2,2010,WD,Normal,245350
1168,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,2000,2000,Gable,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,472,2,2006,WD,Normal,173000
1169,70,Pave,AllPub,Corner,Edwards,2Story,6,7,1935,1986,Hip,4,1,Gd,7,Typ,2,TA,Basment,1935,Unf,2,540,7,2008,WD,Normal,235000
1170,60,Pave,AllPub,CulDSac,NoRidge,2Story,10,5,1995,1996,Hip,4,1,Gd,10,Typ,1,TA,Attchd,1995,Fin,3,807,7,2006,WD,Normal,625000
1171,80,Pave,AllPub,Inside,Mitchel,SLvl,6,6,1977,1977,Gable,3,1,TA,6,Typ,1,Po,Attchd,1977,Fin,1,358,7,2008,WD,Normal,171000
1172,20,Pave,AllPub,Inside,NAmes,1Story,6,6,1958,1958,Hip,3,1,TA,6,Typ,1,TA,Attchd,1958,RFn,2,433,11,2008,WD,Normal,163000
1173,160,Pave,AllPub,Inside,Somerst,2Story,7,5,2006,2007,Gable,2,1,Gd,5,Typ,0,NA,Detchd,2006,Fin,2,625,3,2008,WD,Normal,171900
1174,50,Pave,AllPub,Inside,ClearCr,1.5Fin,5,6,1946,1994,Gable,3,1,Ex,12,Maj1,1,Gd,NA,NA,NA,0,0,3,2007,WD,Normal,200500
1175,70,Pave,AllPub,Inside,Crawfor,2Story,6,8,1932,1950,Gable,4,1,TA,9,Typ,1,Gd,Detchd,1932,Unf,2,360,7,2006,WD,Normal,239000
1176,50,Pave,AllPub,Inside,NoRidge,1.5Fin,8,5,1992,2000,Hip,4,1,Gd,9,Typ,1,TA,Attchd,1992,Fin,2,541,4,2007,WD,Normal,285000
1177,20,Pave,AllPub,CulDSac,Mitchel,1Story,5,5,1984,1985,Gable,3,1,TA,5,Typ,0,NA,Attchd,1984,Unf,1,264,10,2008,WD,Normal,119500
1178,50,Pave,AllPub,Inside,OldTown,1.5Fin,6,8,1926,2004,Gable,3,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,210,12,2009,WD,Normal,115000
1179,50,Pave,AllPub,FR2,Crawfor,1.5Fin,5,6,1921,1950,Gable,3,1,TA,7,Typ,1,Gd,Detchd,1921,Unf,1,186,7,2009,WD,Normal,154900
1180,20,Pave,AllPub,Corner,Edwards,1Story,5,5,1954,1954,Gable,3,1,TA,5,Min2,1,Gd,NA,NA,NA,0,0,4,2006,WD,Normal,93000
1181,60,Pave,AllPub,Corner,Timber,2Story,7,5,1990,1991,Gable,4,1,TA,8,Typ,0,NA,Attchd,1990,Fin,2,693,4,2006,WD,Normal,250000
1182,120,Pave,AllPub,Inside,Crawfor,1Story,8,5,2008,2008,Hip,2,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,482,11,2008,New,Partial,392500
1183,60,Pave,AllPub,Corner,NoRidge,2Story,10,5,1996,1996,Hip,4,1,Ex,10,Typ,2,TA,Attchd,1996,Fin,3,813,7,2007,WD,Abnorml,745000
1184,30,Pave,AllPub,Inside,OldTown,1Story,5,6,1920,1950,Hip,2,1,TA,5,Typ,1,Gd,Detchd,1970,Unf,2,720,6,2006,WD,Normal,120000
1185,20,Grvl,AllPub,Inside,Timber,1Story,5,4,1963,1963,Hip,3,1,TA,5,Typ,2,TA,2Types,1963,RFn,3,995,5,2007,WD,Normal,186700
1186,50,Pave,AllPub,Inside,Edwards,1.5Fin,5,7,1924,1950,Gable,4,1,TA,7,Typ,0,NA,Attchd,1965,Unf,1,392,3,2006,WD,Normal,104900
1187,190,Pave,AllPub,Corner,OldTown,2Story,3,5,1900,1970,Gable,3,2,TA,7,Typ,0,NA,CarPort,1920,Unf,2,420,8,2009,WD,Abnorml,95000
1188,20,Pave,AllPub,Corner,NoRidge,1Story,8,5,1994,1995,Gable,2,1,Gd,5,Typ,1,Fa,Attchd,1994,RFn,3,757,7,2006,WD,Normal,262000
1189,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2002,2002,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2002,RFn,2,493,7,2009,WD,Normal,195000
1190,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,1999,1999,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1999,Fin,2,442,6,2010,WD,Normal,189000
1191,190,Pave,AllPub,Inside,Mitchel,1Story,4,4,1961,1975,Gable,3,1,TA,7,Typ,1,TA,2Types,1975,Fin,4,1356,3,2007,WD,Normal,168000
1192,160,Pave,AllPub,Inside,Somerst,2Story,8,5,1999,2000,Gable,2,1,Gd,5,Typ,0,NA,Detchd,1999,Unf,2,492,11,2007,WD,Normal,174000
1193,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,8,1925,1994,Gambrel,3,1,Gd,6,Typ,0,NA,Detchd,1925,Unf,1,250,7,2007,WD,Normal,125000
1194,120,Pave,AllPub,FR2,Mitchel,1Story,6,5,1999,1999,Hip,2,1,TA,5,Typ,0,NA,Attchd,1999,Fin,2,402,6,2009,WD,Normal,165000
1195,60,Pave,AllPub,Corner,Sawyer,2Story,6,7,1969,1969,Gable,4,1,TA,7,Typ,0,NA,Attchd,1969,Fin,1,299,3,2010,WD,Normal,158000
1196,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,2005,2005,Gable,3,1,Gd,8,Typ,0,NA,Attchd,2005,Fin,2,400,7,2008,WD,Normal,176000
1197,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,2006,2006,Gable,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006,Fin,3,660,11,2006,New,Partial,219210
1198,75,Pave,AllPub,Corner,OldTown,2.5Unf,7,6,1916,1950,Gable,3,1,TA,7,Typ,1,Gd,Detchd,1916,Unf,1,225,7,2006,ConLw,Normal,144000
1199,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2001,2001,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2001,RFn,2,573,6,2009,WD,Normal,178000
1200,20,Pave,AllPub,Inside,Sawyer,1Story,4,5,1963,1979,Gable,3,1,TA,6,Typ,1,Po,Attchd,1974,Unf,2,459,10,2006,WD,Normal,148000
1201,20,Pave,AllPub,Inside,NAmes,1Story,4,5,1970,1970,Gable,3,1,TA,5,Typ,0,NA,Attchd,1972,Unf,1,280,7,2006,Oth,Abnorml,116050
1202,60,Pave,AllPub,Corner,CollgCr,2Story,7,5,1998,1998,Gable,3,1,Gd,6,Typ,0,NA,Attchd,1998,RFn,2,546,3,2009,WD,Normal,197900
1203,50,Pave,AllPub,Corner,BrkSide,1.5Fin,5,8,1925,1997,Gable,3,1,TA,5,Typ,1,Fa,Detchd,1960,Unf,1,216,5,2009,WD,Normal,117000
1204,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2000,2001,Gable,3,1,Gd,6,Typ,1,TA,Attchd,2000,Unf,2,451,10,2009,WD,Normal,213000
1205,20,Pave,AllPub,Inside,NWAmes,1Story,5,6,1975,1975,Gable,3,1,TA,6,Typ,0,NA,Attchd,1975,RFn,2,495,7,2006,WD,Normal,153500
1206,20,Pave,AllPub,CulDSac,SawyerW,1Story,7,7,1990,1991,Hip,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,3,701,6,2009,WD,Normal,271900
1207,20,Pave,AllPub,Inside,SawyerW,1Story,4,4,1966,1966,Gable,2,1,TA,5,Typ,0,NA,Detchd,1966,Unf,1,384,11,2006,WD,Normal,107000
1208,20,Pave,AllPub,Inside,CollgCr,1Story,6,5,2003,2003,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2003,RFn,2,544,5,2006,WD,Normal,200000
1209,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1962,1980,Gable,3,1,TA,6,Typ,0,NA,Detchd,1980,Unf,2,506,10,2008,WD,Normal,140000
1210,20,Pave,AllPub,CulDSac,Somerst,1Story,8,5,2006,2006,Hip,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,2,500,5,2006,New,Partial,290000
1211,60,Pave,AllPub,Inside,SawyerW,2Story,6,5,1992,1992,Gable,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,462,5,2010,WD,Normal,189000
1212,50,Pave,AllPub,Inside,Gilbert,1.5Fin,8,7,1988,2005,Gable,4,1,TA,8,Typ,0,NA,Basment,1988,RFn,2,492,6,2010,WD,Normal,164000
1213,30,Pave,AllPub,Inside,Edwards,1Story,4,6,1941,1950,Hip,2,1,TA,4,Typ,0,NA,Attchd,1941,Unf,1,234,8,2009,WD,Normal,113000
1214,80,Pave,AllPub,CulDSac,Sawyer,SLvl,4,9,1965,2001,Gable,0,1,TA,3,Typ,0,NA,Attchd,1965,Unf,1,364,5,2006,WD,Normal,145000
1215,85,Pave,AllPub,Inside,NAmes,SFoyer,5,5,1962,1962,Gable,3,1,TA,6,Typ,0,NA,Attchd,1962,Unf,1,300,5,2006,WD,Normal,134500
1216,20,Pave,AllPub,Inside,Sawyer,1Story,5,5,1966,1966,Gable,3,1,TA,5,Typ,0,NA,Detchd,1966,RFn,1,384,5,2007,WD,Normal,125000
1217,90,Pave,AllPub,Inside,Sawyer,1.5Fin,6,5,1978,1978,Gable,4,2,TA,8,Typ,0,NA,Attchd,1978,Unf,2,539,4,2010,WD,Normal,112000
1218,20,Pave,AllPub,Inside,Somerst,1Story,8,5,2009,2009,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2009,RFn,2,552,9,2009,New,Partial,229456
1219,50,Pave,AllPub,Inside,BrkSide,1.5Fin,4,5,1947,1950,Gable,2,1,TA,3,Typ,0,NA,NA,NA,NA,0,0,7,2006,WD,Normal,80500
1220,160,Pave,AllPub,Inside,BrDale,2Story,6,5,1971,1971,Gable,3,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,4,2006,WD,Abnorml,91500
1221,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1964,1964,Gable,2,1,TA,5,Typ,0,NA,Attchd,1964,Unf,1,288,11,2006,WD,Abnorml,115000
1222,20,Pave,AllPub,Inside,Sawyer,1Story,5,5,1968,1968,Hip,3,1,TA,5,Typ,1,TA,Attchd,1968,Unf,1,322,8,2008,WD,Normal,134000
1223,50,Pave,AllPub,Inside,NAmes,1.5Fin,6,6,1949,1950,Gable,3,1,TA,7,Typ,1,Gd,Attchd,1949,Unf,1,315,1,2007,WD,Normal,143000
1224,20,Pave,AllPub,Inside,NAmes,1Story,5,3,1951,1951,Hip,4,1,TA,7,Mod,0,NA,Detchd,1951,Unf,2,528,10,2006,WD,Normal,137900
1225,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,2004,2005,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,388,2,2008,WD,Normal,184000
1226,80,Pave,AllPub,Inside,NAmes,SLvl,6,8,1958,1958,Hip,3,1,TA,6,Typ,0,NA,Attchd,1958,RFn,1,264,6,2007,WD,Normal,145000
1227,60,Pave,AllPub,CulDSac,Somerst,2Story,6,5,2007,2007,Gable,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007,Fin,3,668,1,2008,WD,Normal,214000
1228,20,Pave,AllPub,Corner,NAmes,1Story,5,8,1965,2008,Gable,2,1,Gd,5,Typ,0,NA,Detchd,1992,Unf,2,576,12,2008,WD,Normal,147000
1229,120,Pave,AllPub,Corner,NridgHt,1Story,9,5,2008,2008,Hip,1,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,1052,10,2008,New,Partial,367294
1230,80,Pave,AllPub,Inside,NAmes,SLvl,5,5,1960,1960,Hip,4,1,TA,7,Maj1,0,NA,Basment,1960,Unf,1,404,8,2008,WD,Normal,127000
1231,90,Pave,AllPub,Inside,Sawyer,1.5Fin,5,5,1977,1977,Shed,4,2,TA,12,Typ,1,TA,BuiltIn,1977,RFn,2,600,8,2007,WD,Normal,190000
1232,90,Pave,AllPub,Inside,NAmes,SLvl,5,6,1962,1962,Hip,3,1,TA,6,Typ,0,NA,Attchd,1962,Unf,2,540,5,2006,WD,Normal,132500
1233,90,Pave,AllPub,FR2,NAmes,1Story,4,5,1962,1962,Gable,2,2,TA,6,Typ,0,NA,CarPort,1962,Unf,2,462,3,2007,WD,Normal,101800
1234,20,Pave,AllPub,Inside,NAmes,1Story,5,5,1959,1959,Hip,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,2,531,5,2010,COD,Abnorml,142000
1235,70,Pave,AllPub,Inside,SWISU,2Story,5,6,1911,1950,Gable,4,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,11,2008,WD,Abnorml,130000
1236,70,Pave,AllPub,Inside,Crawfor,2Story,5,5,1914,1950,Gable,4,1,TA,9,Typ,0,NA,Detchd,1914,Unf,1,180,7,2006,WD,Normal,138887
1237,160,Pave,AllPub,Inside,NridgHt,2Story,7,5,2003,2003,Gable,2,1,Gd,6,Typ,0,NA,BuiltIn,2003,RFn,2,474,6,2010,WD,Normal,175500
1238,60,Pave,AllPub,FR2,CollgCr,2Story,7,5,2004,2005,Gable,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,434,9,2006,WD,Normal,195000
1239,20,Pave,AllPub,Inside,SawyerW,1Story,6,5,2005,2005,Gable,3,1,TA,6,Typ,0,NA,Detchd,2005,Unf,2,484,3,2006,WD,Abnorml,142500
1240,20,Pave,AllPub,Inside,Timber,1Story,8,5,2006,2006,Hip,2,1,Ex,6,Typ,1,Gd,Attchd,2006,RFn,2,472,12,2007,WD,Normal,265900
1241,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2003,2003,Gable,3,1,Gd,8,Typ,0,NA,Attchd,2003,RFn,2,543,7,2008,WD,Normal,224900
1242,20,Pave,AllPub,Inside,Somerst,1Story,7,6,2007,2007,Hip,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,3,954,6,2007,New,Partial,248328
1243,85,Pave,AllPub,Inside,NWAmes,SFoyer,7,6,1974,1974,Gable,3,1,Gd,6,Typ,2,TA,Attchd,1974,RFn,2,528,1,2010,WD,Family,170000
1244,20,Pave,AllPub,Inside,NridgHt,1Story,10,5,2006,2006,Gable,2,1,Ex,7,Typ,1,Gd,Attchd,2006,Fin,3,850,9,2006,New,Partial,465000
1245,70,Pave,AllPub,Corner,Crawfor,2Story,8,7,1929,1950,Gable,3,1,Gd,7,Typ,2,Gd,Detchd,1931,Unf,2,400,6,2006,WD,Normal,230000
1246,80,Pave,AllPub,Inside,NWAmes,SLvl,6,7,1984,2003,Hip,3,1,TA,7,Typ,1,TA,BuiltIn,1984,Fin,2,477,1,2007,WD,Abnorml,178000
1247,60,Pave,AllPub,Inside,Somerst,2Story,7,5,2005,2006,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2005,RFn,2,615,3,2006,New,Partial,186500
1248,80,Pave,AllPub,Inside,Mitchel,SLvl,6,5,1976,1976,Gable,3,1,TA,6,Typ,0,NA,Attchd,1976,Unf,3,888,5,2010,WD,Normal,169900
1249,75,Pave,AllPub,Inside,OldTown,2.5Unf,6,5,1917,1950,Gable,3,1,TA,8,Typ,1,Gd,Detchd,1950,Unf,2,396,4,2008,WD,Normal,129500
1250,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1950,1950,Gable,3,1,TA,6,Typ,0,NA,Attchd,1950,Unf,1,276,5,2007,WD,Normal,119000
